Sentence,Negative Connotations
ደነዝ ዘር ትላለክ እንዴ ደንቆሮ እንዳንተ አይነቱ ዘረኛ ነው ለሀገሪቷ ነቀርሳ የሆነው ለዘረኞች ፈጣሪ መልሱን ይስጣቹ,"ዘረኛ, ነቀርሳ, ደንቆሮ"
Ethiopia: ኣሁን የቀረህ ራስህን ማጥፋት መሆን ኣለበት። ከንቱ የሆነ መሪ። ኣገሬን በ ኣንድ ኣመት ውስጥ ከንቱ ኣደረጋት። AbiyAhmed BullshitLeaderEver,"ራስህን ማጥፋት, ከንቱ, BullshitLeaderEver"
የሞኝ ለቅሶ መልሶ መላልሶ እንዲሉ እኛን የጨነቀን የሚታረደው የህፃናት ደም ይቁም እንጅ ያንተ አላስፈላጊ ተረት ተረት አይደለም,"ሞኝ, ጨነቀን, አላስፈላጊ"
ይሄ ቦርጫም ሸረረሪት ልስበክ ብሎ ሰፈር ሲረብሽ ነበር ። ይቺ ማፈሪያ የሆነች ለገር የመንገድ ላይ ስብከት ምን የሚሉት ነው,"ቦርጫም, ሸረረሪት, ማፈሪያ"
ታዲያ ምነው ምክሩን በእንግሊዝኛ አደረግሽው፤ አህያ ጫኞች ከዩኒቨርሲቲ ነው እንዴ የሚመደቡት?,"አህያ,ጫኞች"
ይህ፡ሠውየ፡ሲተረተር ሠይጣን፡ይመስለኛል ምን፡ይመስላል፡በእግር፡ሠው፡መሳይ፡ሰይጣን,"እግር፡ሠው,መሳይ፡ሠውየ,ሠውየ,ሠይጣን"
አምባገነን መሪ የተቃወሙትን ሀሉ ያስራል አለ ያገሬ ሰው ። ለጥጋብም ለከት አለዉ መሰሪ ።,ሀሉ
AbiyAhmedAli ሀገሪቱ የገባችበት የፓለቲካ ቅርቃር ግምባር ቀደም ተጠያቂ አንተም ነህ ዛሬም በጃጁ ግለሰቦች እና አስተሳሰቦች ምርኮኛ ሆነሃል,"ግምባር, ተጠያቂ, ጃጁ, ምርኮኛ"
ዘምበል ውሸታም አስመሳይ የአባባ ኢሳያስ ሴራ ና የውሸት ሠላም ለሁለቱ ህዝብ ፍቅር ሳይሆን ፣ ለትግራይ ህዝብ ብቀላ ታሰቦ የተደረገ ነበር ይህን የትግራ,"ውሸታም,ብቀላ"
ሰዎች ለምንድነው ምንሞኘው ጅል ምንሆነው መቐለ ስልክ ሰርቷል መቐለ ተከፈተ ስልክ እያልን ለምንድነው ለዚ አብይ ተብዬው ሽፋን ምንሰጠው የት አለ የተከፈተው በርግጥ ይጠራል ግን ም,"ጅል,ሽፋን"
እንደዚህች አይነቷ የኢዜማ ቡችላ ለ3 አመት ፀረአማራ አጀንዳዋን ስትረጭ የነበረ ቆሻሻ ጥራጊ ፀረአማራነቷ አንቆ ሊደፋት ያለ ጥንብ ጎጠኛ የተሰበረች ስባሪ ዘላለም አለሟን አማራ ላይ,"ቆሻሻ,ጥራጊ,ጎጠኛ,የተሰበረች"
እና ያ አረመኔ ጌታቸዉ አሰፋም ልብ ነበረዉ ተአምር ነዉ መቼም። ለማንኛውም ብዙ ነፁሀንን ያለበደላቸዉ ወደጨመረበት አፈር ገብቷል።??,ወደጨመረበት አፈር
ፕሮፌሰር ሳይ ሆን ፕሮካንሰር ነው የለም አብደዋል ዛሩ ተነስቶበት ነው ??,"ፕሮካንሰር, አብደዋል"
ደጋግመህ የምትለው ቃል በራስህ ላይ እንዲሰራ እወቅእንደ አህያ የሆነ ሰይጣን ተጠግቶህ ከሆነ፣ፀልይ ይሸሽሃልአንተም እንደአህያ ከሚያስበው,"አህያ, ሰይጣን"
ያዉ ዉሻም አይደል ጨካኝ መሆን አለበት ብዬ ነዉ??,"ዉሻ,ጨካኝ"
አህያ ፣ ዝም ለማለት ስንት ገንዘብ ይፈልጋሉ,አህያ
አይ ተመስገን እንዲህ ዘቅጠህ የውሸት ዜና ስታስዘጋባ አእምሮህን ትንሽ አይከብደውም የታሪክ አተላ,"ውሸት, አይተመምስገን, እንዲህ ዘቅጠህ, አእምሮህን ትንሽ አይከብደውም"
ሃጂ ኡመር ኢድሪስ ከራሳቸው ሃሳብ ከራሳቸው እውቀት ተነስተው ምንም ነገር ማድአይችሉም ሌላው ቀርቶ የጅ ስልካቸውን እኳ የመያዝ መብት የላቸውም የማንም የልይ ጥውር ወጠጤ ነው የጅ,"ማድአይችሉም, የመያዝ መብት የላቸውም, ጥውር ወጠጤ"
ያጥፋህ አልል ነገር በጣም ወድሀለው ወገብ ብሎ እግር ምን ችግር አለው,ያጥፋህ
ፈጣሪ ደህና መቀመጫ ሲነሳት ጊዜ tg ትገባና የሴት ልጅ ውበቷ ቅጥነቷ????,ቅጥነቷ
ምን ዓይነት የበከተ . ጭቃ . ኣስተሳሰብ ቢኖረው ነው በዚህ ቀን ንፁሃን ላይ ቦምብ የሚወረውረው? በጣም ያሳዝናል ለወገን ዘመዶቻቸው መፅናናት እመኛለሁ,"የበከተ, ጭቃ, ቦምብ, ያሳዝናል"
በትር ትምህርት ቢሆን አህያ ፕሮፌሰር ትሆን ነበር ለአማራ አሳቢ እየመሰላችሁ ከጀርባ ተልእኳችሁን ከምታስፈፅሙት አንዷ ነሽና ልተውሽ,"አህያ, ከጀርባ, ተልእኳችሁን, አንዷ"
ብልጽግና መፈክር ድንፋታ ሰበካ ምኞት ብቻ። ግን እውን አንተ ዴሞክራቲክ አመለካከት አለህ? ለመሆኑ በህዝብ ልእልና ታምናለህ? እንዳተ astronomical መሀይም አላየሁ,"አንተ,አመለካከት,መሀይም"
ሀገርና አለም እንዴት እይደምትተዳደርና ኢኮኖሚ ምን እንደሆነ የማታውቅ መሀይም ስለሆንክ አንተን ማስረዳት መሞከሩ ትርፉ ልፋት ስለሆነ ትቼዋለው።,"መሀይም,ልፋት"
በቲቪ የተጋበዙ የቀድሞ እስረኞች ላይ የተፈጸመውን ግፍ እየሠሙ በኢትዮጵያዊነትህ አለማፈር አይቻልም። ይሄን ያህል ፈሪሃ እግዚአብሔር ያልፈጠረብን አረመኔዎች ነን?,"ግፍ,ፈሪሃ,አረመኔዎች"
አንድ የፖሊስና የእውቀት ወሬ የለም ከወር እስከ ወር አሳፋሪ የልመናና የእርዳታ ወሬ ከንቲባ ቱሩ ላከፋፍል ነው ብሎ ሲያውጅ አሳፋሪ ነው ማፈሪያ ሁላ,"አሳፋሪ, የልመና, ማፈሪያ"
ፈሳም የምታውቅ አትመስልም። አሁን እኛ ነን ካንተ ጋር አማርኛ ተናጋሪዎች የምንባለው ??,አትመስልም
የማካቬሊ ደንጋዩ ዳቦ እያለ የተጻፈ የሴራ መጽሀፍ አንብቦ በ21ኛው ክፍለዘመን የሚተገብር ድንቅ መሪ ነውኮ ያለን ???? ሳሩን እያሳየህ ወደገደሉ ጫፍ ውሰደው፤ከዛ ገፍተህ ክተተውና,ገፍተህ
ቱልቱላ አንተ ስብሰባው ላይ ያለህ አኮ ነው ያስመስልከው ዝም ብለህ አትቀደድ ማስረጃ ካለህ አሳይ ???? EthiopiaPrevails,"ቱልቱላ, ዝም"
ተስፋዬ ዳባ በሕግ ሙያ ሥራ ዘርፍ የማይመጥኑ ማፈሪያ የሆነ ሰው እንደሆነ በብዙ ጊዜ አስመስክሯል። ጠቅላይ ዐቃቤ ሕግ ውስጥ እንዲህ ያሉ ሰዎች መኖራቸው ግን በእሱ ብቻ አልተጀመረም።,"ማፈሪያ, ተስፋዬ ዳባ"
ሁለት በከባድ ምት ከኢትዬጵያ ፖለቲካ ተመተው የወጡ ሃይሎች እዚህ አፋቸውን ይከፍፍታሉ።ልጋጋም ዘረኛ እንደአንተ አይነቱ አውሬ ነው።እንሰሳ ካንተ የተሻለ ያመዛዝናል። ድውይ።,"በከባድ, ልጋጋም, ዘረኛ, አውሬ, እንሰሳ, ድውይ"
የኢትዮጵያ ህዝብ አስተባብረን አንዴ ህወሃቶች እንቅበር እንጂ ሌላው አረፋ ነው ያልከው ሰውዬ ደናነ እነዴት ነህ ክቡር ሚንስትር ።,"ህወሃቶች, አረፋ"
Ethiopia : ከመስከረም 30 በኃላ መንግስት የለም ያለው አቶ ልደቱ አያሌው በ30 ሺህ ብር ዋስ መፈታቱ አሽሙር መሆኑ ነው?,"የለም, አሽሙር"
ሰራዊት ፍቅሬ ዛሬ በኢቲቪ ቀርቦ ስለመደመር አወራ ሲሉ በጣም ነው የገረመኝ አንተ እና መሰሎችህ በመደመር አያገባችሁም የወያኔ አለቅላቂ ስለሆናችሁ እናንተ መደመር ያለባችሁ ከዚህ በታ,"አያገባችሁም, የወያኔ, አለቅላቂ"
አንዳንዱ ለወራት ሳይታጠብ ዲዮድራንት ይደርግበት እና ዲዮግም ይሆናል,"ሳይታጠብ, ዲዮግም"
Tigray is not in Eritrea??? እነዚህ ናቸው እንግዲህ በኢትዮጵያ ጉዳይ ጣልቃ ገብተን መፍትሄ እንስጥ የሚሉት። የሄን ደደብ ወደ ሶስተኛ ክፍል ከልሶ ቂጡን አየገረፉ,"ደደብ,አየገረፉ"
ትግራይ ላይ የሆነው አንተ ላይ ይሁን ወዲ ሸርሙጣ,ሸርሙጣ
ወህኒ ቤት ሁና አፀያፊ ትያለሽ? የሰው ደደብ የለም ያንቺ ግን ከዛም ያለፈ ነው ጭራቅ,"ወህኒ, አፀያፊ, ደደብ, ጭራቅ"
ካድሬ ሂድና የአለቃህን ቂጥ እጠብለት : ግብጥ ምናምን እያልክ አማራን አዘናጋ : ሌባ የሌባ ልጅ,"ካድሬ,ግብጥ,ሌባ"
እሱ ስልጣን ሲረከብ ኢህአዴግ እንጂ ሀገር የመፍረስ አደጋ ውስጥ አልነበረችም።በሶስት አመት ውስጥ እኛን ቤተሰባችንን ሀገራችንን የታሪካችንን እያፈረሰ ያለ ደነዝ ውሸታም መሪ ነው።,"የመፍረስ, ደነዝ, ውሸታም, መሪ"
ስራ ፈት አልከው ፤ ስራ አጥ ያው ነው። ስሙን ማሽሞንሞኑን ትተህ ስራውን መፈለግ አይሻልህም እንዳለው ታዛቢ የችግሩ መሰረት ላይ ከማተኮር የአሜሪካ ቪዛ ደ,ማሽሞንሞኑን
ውሻ መን ኣገባ የሃይማኖት ጉዳይ የተጨፈጨፉ ያሉ ህፃናት ኣምላክ በልጆችህ ይድረስ ህሉም ግዜ አለዎ,"ውሻ, ተጨፈጨፉ"
እንደአንተ አይነት ሀቅ ህቅ ለሚላቸው ጠንቋያም ደንቆሮ እና ደደብ ጭንቅላት ውስጥ የትኛውም እውነታ እውነት ሊሆን አይችልም,"ጠንቋያም, ደንቆሮ, ደደብ"
ማፈር የሚባል ነገር እኮ ፈፅሞ አልፈጠረባቸውም። ሰውዬው ለራሳቸው እንጀራ መብላትም አይችሉ,"እኮ ፈፅሞ አልፈጠረባቸውም, አይችሉ"
አንድ ሰካራም ሰውዬ አስታወስከኝ . ሁሌ በሰከረ ቁጥር እንዲህ ይል ነበር.ሚስቱን አንቺ ፈረንጅ ነሽ አላቅሽም ብሎ ይወተውታት ነበር ልብህን እና ጭንቅላትህን ተጠቅመህ ብትናገር እንዴት ጥሩ ነበር.,"ሰካራም, ወተት"
ደራርቱ ይቺ ጠጋ ጠጋ ዕቃ ለ ማንሳት ነው:: ህሊናሽን ብልፅግና እና የ ድሮ ስርዓት ናፋቂዎች የ ማይደርሱበት ቦታ አስቀምጪ:: Ethiopia,"ጠጋ ጠጋ, ናፋቂዎች"
የስዊድኑ አቶ ይስሀቅ መጨረሻ ምን ይሆን ሚስቴን ነጭ ቀማኝ ፍረዱኝ yefiker ketero official via,"ቀማኝ, ፍረዱኝ"
ፐፐፐ እንዴት ጎበዝ ነህ እራስህን በአንድ ቲዊት ገለፅካት ። ደነዝ,ደነዝ
ወቸ ጉድ የኦሮሞ ይሁን የሰይጣን ይሄ ነው ወይ ትልቅ ጉዳያችን አደብ ግዛ ልጁ ፅፈህ ሞተሀል አሁን ጁንታ ነህ ግልፅ ነው,"ወቸ, ጉድ, የሰይጣን, ጉዳያችን, ጁንታ"
ደደብ አህያ ከየት የመጣ ጥበብ ነዉ ሽማግሌና ህጻን መግደል ሴቶች መድፈር።,"ደደብ, አህያ, መግደል, መድፈር"
ይገባኛል አባቱ ነጫጭባ ስር ውር ውር ለሚል ይሄ ያማል . አይዞሽ ገለቴ ጀባዱ ገርቢቲኮ,"ነጫጭባ, ውር ውር, ገለቴ, ጀባዱ, ገርቢቲኮ"
እንኳን ውሻ ላይ ባንዲራሽን አይቶ . ብለህ ዝፈን አሉህ ደግሞ Ethiopia የጉድሀገር,"ውሻ,ጉድሀገር"
እንደው ማሞ ቂሎ ካልኮንክ በስተቀር 10 በአመት ኢኮኖሚን ማሳደግ መደደብ ነው ብለህ አታምንም። ምናልባት ዘረኛ ነህ፣ ወይ አስተአሰብህ ጎዶሎ ነው ከዛ አያልፍም።,"ዘረኛ, ጎዶሎ"
ታዬ እና አንተ ሁለታቹህም አንድ ናቹህ ተራ የመንደር ተላላኪ የሸርሙጣ ልጅ ናቹህ ሽንታም ከአልጋ ስር ተኝተህ የምትውል ባንዳ ደንቆሮ ነህ የእኔ የአርበኛ ልጅ ነኝ እኔም አርበኛ ነኝ,"ተራ, ተላላኪ, የሸርሙጣ, ሽንታም, ባንዳ, ደንቆሮ"
50 የሰይጣን ደቀ መዝሙሮች፤ ያለ ገንዘብና ስልጣን አእምሯቸዉ የማያስብ አይናቸው የማያይ ጎደሎ ፍጡሮች የክልሉ ህዝብ ግን እንደማናችንም የዋህ ኢትዮጵያዊ,"የሰይጣን, ስልጣን አእምሯቸዉ የማያስብ, አይናቸው የማያይ, ጎደሎ"
በጣም አንደፋድፎ ሲደፋስ ብትይ እንደ ሳሎን ውሻ ጡል ጡል ሲያደርግ,"አንደፋድፎ, ውሻ"
አውሬ ካልሺአቸው ምናልባትም በዕውቀት የሚደግፉ ሰዎች ይልቅ ያንቺ ጨለምተኛ ጥላቻ የበለጠ ያስደነግጣል ።,"አውሬ,ጨለምተኛ,ጥላቻ"
Childish idiot አንተ ኢትዮጵያን ይቅርና ልጆችህንም አትወድም ራስ ወዳድ ጁንታ።,"Childish idiot, አንተ, ራስ ወዳድ, ጁንታ"
አቤት ውርደት ሀገርን የሚወክል አምባሳደር በዮኒ ማኛ ሊግ ውስጥ ሲግኝ ያስደነግጣል:: ሰፈር ውስጥ ድንጋይ ላይ ሲቀመጥ ከርሞ በቀጥታ የአምባሳደርነት ማዕረግ የተሰጠው የመጀመሪያ,"ውርደት, ሰፈር ውስጥ ድንጋይ"
ፈሳም ሀገር እንደ ሀገር መቆየቷ የቀናት ጉዳይ ሆኖ እያለ መቼም አያልቅም ስላልከው ግድብ ታወራለህ። ደመቀች ያንተ ጉዳይ እውብቅቷል።,"ደመቀች,ይእውብቅቷል"
መጀረ/ጀ/ብሃነ ጁላ ሃገር ና ህዝብ እየወደመ ሰላም ማስከበር አይደለም የውሸት ነው ለስልጣናቹ ብላቹ ህዝብ አትጨርሱ ይብቃ።,"ውሸት, አትጨርሱ"
ሌባ ህዝቦች ኣልብቃ ኣሉክ ኣይ danielkebertምንው ኣቅዥቀዥክ ልትሞት ነው እንዴ,"ሌባ,ኣቅዥቀዥክ,ልትሞት"
ከንቺ ከቡና ቤት ሸርሙጣ ሀሳብን አማራ ጆሮ የለውም ባንዳ ነበርሽ አሁንም ባንዳ ነሽ,"ሸርሙጣ, ባንዳ"
ወሮ በላ፣ የሰው ፈላጊ፡ ለስራ የሰነፈ ለፀብ የፈጠነ፣ በትዕቢት የተወጠረ,"ፈላጊ, ፀብ, ትዕቢት"
ተጨማሪ ስልጣን ፈልጎ ማሽቃበጡ ነው። ብሽቅ ካድሬ,"ማሽቃበጡ,ብሽቅ"
ማድረግ ላይ መበርታት አይሻልም ?ዲስኩሩ አልበዛም? እንደው ዝም ብዬ ሳዮት ከጠቅላይነት ይልቅ ለመምህርነት የሚቀርቡ ይመስለኛል,"አይሻልም, አልበዛም, ዝም"
አንተ የሸርሙጣ ልጅ ነህ አቅም የለለህ ተራ የታዬ ተላላኪ ነህ,"የሸርሙጣ, አቅም የለለህ, ተራ, የታዬ, ተላላኪ"
ሃብታሙ አያሌው ዘረኛ መሆንህ መብትህ እንደተዳፈነ ፈንጂ አትሁን ያስታውቅብሃል ስለዚህ እትዮያዊነት የሚለው ጉልባብ የውሸት ነው መርዛም ዘረኛ ነህ እየተ,"ዘረኛ, ፈንጂ, እትዮያዊነት, ጉልባብ, የውሸት, መርዛም"
ኧረ እሱን ሰው ዝም በል በሉት: ዝምብሎ መተርተር,"ኧረ, ዝም"
መሄጃህ መሬት ውስጥ ብቻ ነው አንተ ገዳይ ወዴት አባትህ ትፈረጥጣለህ የስልጣን ጥም ያሳበደህ ውሻ,"ገዳይ, ጥም, ውሻ"
ራስህን እየሰደብክ ሳይሆን አይቀርም፤ ካንተየበለጠ አህያ ለመሆኑ አለ?,"አህያ, እየሰደብክ"
ያንን ለኔ ብቻ የሚል ስግብግብ ዘረኛ አጀንዳህን ስትተው ለዘላለም የተመኘኸውን ቤተመንግስት ስትሸለም የፈለግኸውን ሳይሆን ህዝብ የሚፈልገውን እንድታደርግ ነው። ፈስ,"ስግብግብ, ዘረኛ, ፈስ"
መግደል መሸነፍ ነው የሚለው የአቢይ መርኅ የተቻለውን ትዕግስት ቢያሳይም ላልተለማመደው አቢይ ፈሪ ደካማ አድርጎታል፣ አሁን ተገቢውን በማድረግ ካላሳየ 2ኛውና አደገኛ እድሉን አሳልፎ ሊሰጥ ይችላል።,"መግደል, መሸነፍ, ፈሪ, ደካማ, አደገኛ"
ከዚህ ሁሉ የአብይ አምልኮ በኋላ እስኬዉ profile pictureህ ነዉ?? ደንቆሮ,ደንቆሮ
እውነቱን ተደብቆ አይኖርም አንተ ነፍሰገዳይ የሰይጣን መልእክተኛ ዋጋህን ይሰጥሃል ጠብቅ አብይ,"ነፍሰገዳይ,የሰይጣን,መልእክተኛ"
ኢትዮጵያ ትንሽም ትልቅም ጠላት የተነሳባት ትንሽ ሰው እየመራት ስለሆነ ነው,ጠላት
በግልጽ እንደሚታየው እኔ የማውቀው እውቀት የጎደለው ለመሆን ፖርቱጋልኛ አልናገርም . ደደብ ነህ?,ደደብ
